key1,x1,y1,z1,hemisphere1,network1,network_id1,image1,mdsx1,mdsy1,color1,key2,x2,y2,z2,hemisphere2,network2,network_id2,image2,mdsx2,mdsy2,color2,corr
524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,32,52.94,23.81,2.22,R,Ventral-Attention-Language,7,roi423.png,46.35,51.424,#007d7d,0.534
524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,473,-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00,-0.411
524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,519,-51.45,22.58,3.28,L,Ventral-Attention-Language,7,roi125.png,42.864,-52.909,#007d7d,0.571
524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,521,-49.11,17.11,11.88,L,Ventral-Attention-Language,7,roi113.png,36.721,-50.399,#007d7d,0.618
524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,522,-52.31,13.04,15.69,L,Ventral-Attention-Language,7,roi183.png,32.272,-53.489,#007d7d,0.649
525,-49.93,5.16,-14.82,L,Ventral-Attention-Language,7,roi302.png,27.108,-51.163,#007d7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,-49.93,5.16,-14.82,L,Ventral-Attention-Language,7,roi302.png,27.108,-51.163,#007d7d
526,-41.18,-2.01,47.14,L,Ventral-Attention-Language,7,roi058.png,14.796,-41.838,#007d7d,28,44.47,1.21,42.84,R,Ventral-Attention-Language,7,roi367.png,20.155,43.697,#007d7d,0.628
526,-41.18,-2.01,47.14,L,Ventral-Attention-Language,7,roi058.png,14.796,-41.838,#007d7d,522,-52.31,13.04,15.69,L,Ventral-Attention-Language,7,roi183.png,32.272,-53.489,#007d7d,0.634
526,-41.18,-2.01,47.14,L,Ventral-Attention-Language,7,roi058.png,14.796,-41.838,#007d7d,524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,0.619
527,-53.98,-18.25,-3.48,L,Ventral-Attention-Language,7,roi307.png,2.727,-54.659,#007d7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,-53.98,-18.25,-3.48,L,Ventral-Attention-Language,7,roi307.png,2.727,-54.659,#007d7d
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,135,12.08,-33.66,42.61,R,Cingulo-opercular,9,roi360.png,-15.231,12.02,#fbfbda,-0.38
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,170,39.23,16.12,9.95,R,Cingulo-opercular,9,roi424.png,37.738,37.927,#fbfbda,-0.382
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,395,-25.41,39.8,-9.43,L,Cingulo-opercular,9,roi205.png,61.655,-27.313,#fbfbda,-0.409
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,397,-42.61,35.7,9.12,L,Cingulo-opercular,9,roi112.png,55.611,-44.297,#fbfbda,-0.396
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,398,-33.17,31.17,38.03,L,Cingulo-opercular,9,roi292.png,48.798,-34.565,#fbfbda,-0.407
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,400,-37.3,18.51,7.58,L,Cingulo-opercular,9,roi114.png,38.733,-38.65,#fbfbda,-0.38
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,426,-57.07,-30.86,22.86,L,Cingulo-opercular,9,roi171.png,-12.173,-57.309,#fbfbda,-0.404
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,428,-11.56,-32.76,47.55,L,Cingulo-opercular,9,roi044.png,-15.252,-11.599,#fbfbda,-0.409
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,440,-51.74,-44.77,31.65,L,Cingulo-opercular,9,roi094.png,-26.677,-51.637,#fbfbda,-0.403
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,509,-42.93,-61.95,34.03,L,Frontal-Parietal,3,roi089.png,-43.811,-42.465,#FFFB00,0.591
528,-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d,517,-6.85,28.7,55.47,L,Ventral-Attention-Language,7,roi025.png,45.378,-8.08,#007d7d,0.538
529,-48.8,-20.84,-7.27,L,Ventral-Attention-Language,7,roi309.png,0.582,-49.454,#007d7d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,-48.8,-20.84,-7.27,L,Ventral-Attention-Language,7,roi309.png,0.582,-49.454,#007d7d
530,-44.85,-43.71,7.33,L,Ventral-Attention-Language,7,roi103.png,-23.377,-44.94,#007d7d,443,-45,-49.34,14.59,L,Cingulo-opercular,9,roi102.png,-29.615,-44.925,#fbfbda,0.568
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,465,-24.3,53.5,19.99,L,Frontal-Parietal,3,roi283.png,72.782,-26.275,#FFFB00,-0.399
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,498,-4.68,-34.14,37.37,L,Frontal-Parietal,3,roi020.png,-15.605,-4.763,#FFFB00,-0.396
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,511,-44.19,-63.99,41.25,L,Frontal-Parietal,3,roi147.png,-46.493,-43.633,#FFFB00,-0.403
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,519,-51.45,22.58,3.28,L,Ventral-Attention-Language,7,roi125.png,42.864,-52.909,#007d7d,0.637
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,521,-49.11,17.11,11.88,L,Ventral-Attention-Language,7,roi113.png,36.721,-50.399,#007d7d,0.574
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,522,-52.31,13.04,15.69,L,Ventral-Attention-Language,7,roi183.png,32.272,-53.489,#007d7d,0.641
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,524,-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d,0.579
531,-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d,526,-41.18,-2.01,47.14,L,Ventral-Attention-Language,7,roi058.png,14.796,-41.838,#007d7d,0.615
532,-56.87,-44.88,6.7,L,Ventral-Attention-Language,7,roi092.png,-24.737,-56.938,#007d7d,469,-36.73,48.33,19.24,L,Frontal-Parietal,3,roi276.png,67.439,-38.603,#FFFB00,-0.413
532,-56.87,-44.88,6.7,L,Ventral-Attention-Language,7,roi092.png,-24.737,-56.938,#007d7d,473,-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00,-0.422
532,-56.87,-44.88,6.7,L,Ventral-Attention-Language,7,roi092.png,-24.737,-56.938,#007d7d,508,-53.63,-61.06,-12.81,L,Frontal-Parietal,3,roi160.png,-39.101,-53.507,#FFFB00,-0.379
533,-52.49,-60.65,9.47,L,Ventral-Attention-Language,7,roi165.png,-40.593,-52.22,#007d7d,31,53.12,17.8,12.03,R,Ventral-Attention-Language,7,roi495.png,39.52,51.794,#007d7d,0.548
533,-52.49,-60.65,9.47,L,Ventral-Attention-Language,7,roi165.png,-40.593,-52.22,#007d7d,520,-42.43,18.62,38.52,L,Ventral-Attention-Language,7,roi297.png,36.063,-43.565,#007d7d,0.569
533,-52.49,-60.65,9.47,L,Ventral-Attention-Language,7,roi165.png,-40.593,-52.22,#007d7d,532,-56.87,-44.88,6.7,L,Ventral-Attention-Language,7,roi092.png,-24.737,-56.938,#007d7d,0.592
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,120,48.94,-45.93,-17,R,Cingulo-opercular,9,roi540.png,-21.537,48.704,#fbfbda,-0.385
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,129,54.37,-35.82,37.28,R,Cingulo-opercular,9,roi485.png,-16.043,54.306,#fbfbda,-0.392
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,168,45.87,15.7,26.53,R,Cingulo-opercular,9,roi500.png,36.025,44.69,#fbfbda,-0.435
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,174,45.65,31.84,6.84,R,Cingulo-opercular,9,roi422.png,53.798,44.006,#fbfbda,-0.421
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,397,-42.61,35.7,9.12,L,Cingulo-opercular,9,roi112.png,55.611,-44.297,#fbfbda,-0.445
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,401,-52.22,17.44,25.76,L,Cingulo-opercular,9,roi184.png,35.786,-53.418,#fbfbda,-0.435
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,440,-51.74,-44.77,31.65,L,Cingulo-opercular,9,roi094.png,-26.677,-51.637,#fbfbda,-0.399
534,-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700,511,-44.19,-63.99,41.25,L,Frontal-Parietal,3,roi147.png,-46.493,-43.633,#FFFB00,0.534
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,20,4.95,48.63,25.93,R,Default,1,roi599.png,68.026,3.108,#ff2700,0.562
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,23,7.65,53.42,12.51,R,Default,1,roi593.png,74.013,5.617,#ff2700,0.645
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,40,23.8,-66.46,51.87,R,Frontal-Parietal,3,roi463.png,-48.457,24.466,#FFFB00,-0.396
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,44,49.7,-58.26,-12.35,R,Frontal-Parietal,3,roi561.png,-34.204,49.746,#FFFB00,-0.386
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,52,34.62,-43.64,40.1,R,Frontal-Parietal,3,roi387.png,-24.486,34.739,#FFFB00,-0.398
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,56,51.66,-31.94,47.62,R,Frontal-Parietal,3,roi392.png,-13.128,51.591,#FFFB00,-0.397
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,65,47.18,7.29,30.06,R,Frontal-Parietal,3,roi503.png,27.371,46.194,#FFFB00,-0.432
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,66,29.08,7.6,51.1,R,Frontal-Parietal,3,roi368.png,25.486,28.239,#FFFB00,-0.428
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,75,44.27,22.45,26.62,R,Frontal-Parietal,3,roi499.png,42.708,42.954,#FFFB00,-0.43
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,80,41.75,31.83,19.67,R,Frontal-Parietal,3,roi496.png,52.598,40.196,#FFFB00,-0.452
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,86,26.78,39.99,-11.33,R,Frontal-Parietal,3,roi516.png,63.093,24.848,#FFFB00,-0.446
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,90,34.59,45.55,-9.37,R,Frontal-Parietal,3,roi515.png,68.624,32.557,#FFFB00,-0.405
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,375,-44.67,4.76,15.56,L,First-Dorsal-Attention,5,roi188.png,24.194,-45.684,#c46b8b,-0.381
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,453,-11.95,42.92,7.33,L,Salience,8,roi281.png,63.595,-13.802,#822082,0.613
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,463,-29.64,55.09,4.27,L,Frontal-Parietal,3,roi191.png,75.613,-31.756,#FFFB00,-0.379
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,473,-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00,-0.392
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,477,-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-0.437
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,480,-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-0.46
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,491,-49.34,5.46,28.77,L,Frontal-Parietal,3,roi187.png,23.654,-50.275,#FFFB00,-0.425
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,493,-38.41,2.26,29.37,L,Frontal-Parietal,3,roi189.png,20.641,-39.279,#FFFB00,-0.387
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,500,-38.42,-43.72,38.02,L,Frontal-Parietal,3,roi075.png,-25.904,-38.297,#FFFB00,-0.467
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,503,-44.93,-50.69,38.62,L,Frontal-Parietal,3,roi076.png,-33.034,-44.66,#FFFB00,-0.405
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,506,-41,-55.85,44.33,L,Frontal-Parietal,3,roi148.png,-38.585,-40.587,#FFFB00,-0.403
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,508,-53.63,-61.06,-12.81,L,Frontal-Parietal,3,roi160.png,-39.101,-53.507,#FFFB00,-0.413
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,510,-24.39,-63.82,48.17,L,Frontal-Parietal,3,roi152.png,-46.51,-23.792,#FFFB00,-0.431
535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,512,-27.97,-66.61,44.06,L,Frontal-Parietal,3,roi149.png,-49.008,-27.344,#FFFB00,-0.415
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,3,6.22,-49.39,29.34,R,Default,1,roi311.png,-29.874,6.387,#ff2700,0.619
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,22,6.7,52.98,-5.59,R,Default,1,roi509.png,75.118,4.55,#ff2700,0.626
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,52,34.62,-43.64,40.1,R,Frontal-Parietal,3,roi387.png,-24.486,34.739,#FFFB00,-0.396
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,56,51.66,-31.94,47.62,R,Frontal-Parietal,3,roi392.png,-13.128,51.591,#FFFB00,-0.398
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,64,47.35,6.36,12.94,R,Frontal-Parietal,3,roi498.png,27.927,46.264,#FFFB00,-0.461
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,75,44.27,22.45,26.62,R,Frontal-Parietal,3,roi499.png,42.708,42.954,#FFFB00,-0.394
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,81,41.15,32.63,28.4,R,Frontal-Parietal,3,roi494.png,52.629,39.641,#FFFB00,-0.417
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,118,53.57,-49.24,37.88,R,Cingulo-opercular,9,roi398.png,-29.478,53.783,#fbfbda,-0.413
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,129,54.37,-35.82,37.28,R,Cingulo-opercular,9,roi485.png,-16.043,54.306,#fbfbda,-0.475
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,174,45.65,31.84,6.84,R,Cingulo-opercular,9,roi422.png,53.798,44.006,#fbfbda,-0.5
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,374,-34.38,29.48,27.34,L,First-Dorsal-Attention,5,roi293.png,48.013,-35.815,#c46b8b,-0.438
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,375,-44.67,4.76,15.56,L,First-Dorsal-Attention,5,roi188.png,24.194,-45.684,#c46b8b,-0.473
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,377,-56.07,-35.48,39.87,L,First-Dorsal-Attention,5,roi082.png,-18.223,-56.097,#c46b8b,-0.435
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,397,-42.61,35.7,9.12,L,Cingulo-opercular,9,roi112.png,55.611,-44.297,#fbfbda,-0.426
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,440,-51.74,-44.77,31.65,L,Cingulo-opercular,9,roi094.png,-26.677,-51.637,#fbfbda,-0.383
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,442,-51.87,-49.31,36.72,L,Cingulo-opercular,9,roi093.png,-31.639,-51.64,#fbfbda,-0.405
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,448,-49.06,-60.78,-3.92,L,Cingulo-opercular,9,roi162.png,-39.495,-48.882,#fbfbda,-0.418
536,-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700,453,-11.95,42.92,7.33,L,Salience,8,roi281.png,63.595,-13.802,#822082,0.536
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,125,48.58,-40.18,36.04,R,Cingulo-opercular,9,roi402.png,-20.399,48.597,#fbfbda,-0.398
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,145,37.93,-14.32,-4.54,R,Cingulo-opercular,9,roi419.png,8.643,37.143,#fbfbda,-0.404
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,151,35.88,-2,-10.56,R,Cingulo-opercular,9,roi420.png,21.392,34.802,#fbfbda,-0.397
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,170,39.23,16.12,9.95,R,Cingulo-opercular,9,roi424.png,37.738,37.927,#fbfbda,-0.389
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,175,43.66,40.25,6.65,R,Cingulo-opercular,9,roi427.png,62.15,41.844,#fbfbda,-0.411
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,176,27.3,40.4,28.59,R,Cingulo-opercular,9,roi586.png,60.064,25.638,#fbfbda,-0.403
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,395,-25.41,39.8,-9.43,L,Cingulo-opercular,9,roi205.png,61.655,-27.313,#fbfbda,-0.432
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,409,-36.84,-0.12,8.53,L,Cingulo-opercular,9,roi116.png,20.104,-37.806,#fbfbda,-0.385
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,411,-37.48,-3.22,-11.01,L,Cingulo-opercular,9,roi111.png,18.691,-38.52,#fbfbda,-0.38
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,420,-36.19,-19.11,-0.51,L,Cingulo-opercular,9,roi110.png,1.983,-36.835,#fbfbda,-0.402
537,-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700,428,-11.56,-32.76,47.55,L,Cingulo-opercular,9,roi044.png,-15.252,-11.599,#fbfbda,-0.379
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,20,4.95,48.63,25.93,R,Default,1,roi599.png,68.026,3.108,#ff2700,0.659
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,23,7.65,53.42,12.51,R,Default,1,roi593.png,74.013,5.617,#ff2700,0.644
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,31,53.12,17.8,12.03,R,Ventral-Attention-Language,7,roi495.png,39.52,51.794,#007d7d,0.543
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,34,45.12,25.07,-10.64,R,Ventral-Attention-Language,7,roi429.png,48.554,43.491,#007d7d,0.56
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,35,16.38,45.07,37.71,R,Ventral-Attention-Language,7,roi585.png,63.7,14.69,#007d7d,0.568
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,36,5.18,45.86,39.91,R,Ventral-Attention-Language,7,roi600.png,64.064,3.492,#007d7d,0.604
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,42,4.81,-62.34,56.91,R,Frontal-Parietal,3,roi451.png,-45.184,5.432,#FFFB00,-0.437
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,52,34.62,-43.64,40.1,R,Frontal-Parietal,3,roi387.png,-24.486,34.739,#FFFB00,-0.446
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,53,44.34,-42.91,49.57,R,Frontal-Parietal,3,roi393.png,-24.375,44.508,#FFFB00,-0.383
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,65,47.18,7.29,30.06,R,Frontal-Parietal,3,roi503.png,27.371,46.194,#FFFB00,-0.386
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,75,44.27,22.45,26.62,R,Frontal-Parietal,3,roi499.png,42.708,42.954,#FFFB00,-0.409
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,81,41.15,32.63,28.4,R,Frontal-Parietal,3,roi494.png,52.629,39.641,#FFFB00,-0.44
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,125,48.58,-40.18,36.04,R,Cingulo-opercular,9,roi402.png,-20.399,48.597,#fbfbda,-0.383
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,129,54.37,-35.82,37.28,R,Cingulo-opercular,9,roi485.png,-16.043,54.306,#fbfbda,-0.442
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,177,25.71,49.03,-2.25,R,Cingulo-opercular,9,roi508.png,71.291,23.658,#fbfbda,-0.387
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,190,18.46,-68.79,54.43,R,First-Dorsal-Attention,5,roi443.png,-51.11,19.192,#c46b8b,-0.388
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,374,-34.38,29.48,27.34,L,First-Dorsal-Attention,5,roi293.png,48.013,-35.815,#c46b8b,-0.425
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,375,-44.67,4.76,15.56,L,First-Dorsal-Attention,5,roi188.png,24.194,-45.684,#c46b8b,-0.397
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,377,-56.07,-35.48,39.87,L,First-Dorsal-Attention,5,roi082.png,-18.223,-56.097,#c46b8b,-0.438
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,392,-30.04,-48.97,37.45,L,Parietal-Episodic-Retrieval,12,roi150.png,-30.91,-29.817,#CC0066,-0.411
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,442,-51.87,-49.31,36.72,L,Cingulo-opercular,9,roi093.png,-31.639,-51.64,#fbfbda,-0.399
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,448,-49.06,-60.78,-3.92,L,Cingulo-opercular,9,roi162.png,-39.495,-48.882,#fbfbda,-0.409
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,469,-36.73,48.33,19.24,L,Frontal-Parietal,3,roi276.png,67.439,-38.603,#FFFB00,-0.422
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,473,-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00,-0.411
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,500,-38.42,-43.72,38.02,L,Frontal-Parietal,3,roi075.png,-25.904,-38.297,#FFFB00,-0.409
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,515,-8.1,40.5,47,L,Ventral-Attention-Language,7,roi271.png,57.837,-9.627,#007d7d,0.677
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,517,-6.85,28.7,55.47,L,Ventral-Attention-Language,7,roi025.png,45.378,-8.08,#007d7d,0.613
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,520,-42.43,18.62,38.52,L,Ventral-Attention-Language,7,roi297.png,36.063,-43.565,#007d7d,0.568
538,-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700,535,-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700,0.594
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,3,6.22,-49.39,29.34,R,Default,1,roi311.png,-29.874,6.387,#ff2700,0.529
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,20,4.95,48.63,25.93,R,Default,1,roi599.png,68.026,3.108,#ff2700,0.534
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,23,7.65,53.42,12.51,R,Default,1,roi593.png,74.013,5.617,#ff2700,0.582
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,43,49.98,-58.47,-5.86,R,Frontal-Parietal,3,roi471.png,-34.968,50.075,#FFFB00,-0.384
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,52,34.62,-43.64,40.1,R,Frontal-Parietal,3,roi387.png,-24.486,34.739,#FFFB00,-0.416
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,56,51.66,-31.94,47.62,R,Frontal-Parietal,3,roi392.png,-13.128,51.591,#FFFB00,-0.405
539,-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700,64,47.35,6.36,12.94,R,Frontal-Parietal,3,roi498.png,27.927,46.264,#FFFB00,-0.453
